"","School_Dis_Name","School_Dis_Code","STATE","County_Name","State_County_Code","ENROLL","YRDATA","TOTAL_REVENUE","FEDERAL_REVENUE","STATE_REVENUE","LOCAL_REVENUE","TOTAL_EXPENDITURE","INSTRUCTION_EXPENDITURE","SUPPORT_SERVICES_EXPENDITURE","OTHER_EXPENDITURE","CAPITAL_OUTLAY_EXPENDITURE","SNAP"
"100","geneva city school district","11970","Alabama","Yates County","36_123",1280,2013,11156,1262,7289,2605,10924,6338,3213,820,460," 2,682 "
"101","greene county school district","01680","Alabama","Greene County","01_063",1249,2013,14307,2652,7862,3793,23230,6197,5933,1142,9338," 3,308 "
"102","greene county school district","02490","Alabama","Greene County","13_133",1249,2013,14307,2652,7862,3793,23230,6197,5933,1142,9338," 3,534 "
"103","greene county school district","01590","Alabama","Greene County","28_041",1249,2013,14307,2652,7862,3793,23230,6197,5933,1142,9338," 2,373 "
"104","greene county school district","01470","Alabama","Greene County","47_059",1249,2013,14307,2652,7862,3793,23230,6197,5933,1142,9338," 13,195 "
"105","hale county school district","01710","Alabama","Hale County","01_065",2857,2013,25545,3494,16800,5251,25258,14314,8341,2142,361," 4,440 "
"106","henry county school district","01740","Alabama","Henry County","01_067",2669,2013,23010,2722,15425,4863,22576,12432,6922,2161,367," 3,429 "
"107","henry county school district","02820","Alabama","Henry County","13_151",2669,2013,23010,2722,15425,4863,22576,12432,6922,2161,367," 26,834 "
"108","henry county school district","02760","Alabama","Henry County","21_103",2669,2013,23010,2722,15425,4863,22576,12432,6922,2161,367," 2,694 "
"109","henry county school district","01830","Alabama","Henry County","47_079",2669,2013,23010,2722,15425,4863,22576,12432,6922,2161,367," 8,193 "
"110","dothan city school district","01230","Alabama","Dale County","01_045",9229,2013,82192,12687,46158,23347,84523,48198,26647,7098,1922," 10,858 "
"111","dothan city school district","01230","Alabama","Henry County","01_067",9229,2013,82192,12687,46158,23347,84523,48198,26647,7098,1922," 3,429 "
"112","dothan city school district","01230","Alabama","Houston County","01_069",9229,2013,82192,12687,46158,23347,84523,48198,26647,7098,1922," 19,952 "
"113","houston county school district","01770","Alabama","Houston County","01_069",6450,2013,54211,5996,32426,15789,57837,30071,16571,4554,5914," 19,952 "
"114","houston county school district","02880","Alabama","Houston County","13_153",6450,2013,54211,5996,32426,15789,57837,30071,16571,4554,5914," 26,024 "
"115","houston county school district","01920","Alabama","Houston County","47_083",6450,2013,54211,5996,32426,15789,57837,30071,16571,4554,5914," 1,701 "
"116","jackson county school district","01830","Alabama","Jackson County","01_071",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 9,585 "
"117","jackson county school district","13230","Alabama","Jackson County","05_067",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 3,726 "
"118","jackson county school district","13230","Alabama","Poinsett County","05_111",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 6,002 "
"119","jackson county school district","00960","Alabama","Jackson County","12_063",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 9,470 "
"120","jackson county school district","02940","Alabama","Jackson County","13_157",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 9,080 "
"121","jackson county school district","02940","Alabama","Jackson County","21_109",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 4,552 "
"122","jackson county school district","02160","Alabama","Jackson County","28_059",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 23,707 "
"123","jackson county school district","02070","Alabama","Jackson County","47_087",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 3,012 "
"124","jackson county school district","00540","Alabama","Jackson County","54_035",5760,2013,60184,6748,35144,18292,57441,26883,20277,5632,4525," 5,881 "
"125","scottsboro city school district","02940","Alabama","Jackson County","01_071",2627,2013,27470,2340,15002,10128,24859,13244,8484,2309,487," 9,585 "
"126","bessemer city school district","00330","Alabama","Jefferson County","01_073",4068,2013,41612,7122,22408,12082,43444,20933,14291,3956,3443," 125,294 "
"127","birmingham city school district","00390","Alabama","Jefferson County","01_073",25104,2013,260624,43386,121766,95472,317169,136895,93624,23506,40005," 125,294 "
"128","birmingham city school district","00390","Alabama","Shelby County","01_117",25104,2013,260624,43386,121766,95472,317169,136895,93624,23506,40005," 14,693 "
"129","birmingham city school district","05850","Alabama","Oakland County","26_125",25104,2013,260624,43386,121766,95472,317169,136895,93624,23506,40005," 119,248 "
"130","fairfield city school district","01440","Alabama","Jefferson County","01_073",1770,2013,17481,2458,10456,4567,20473,8892,6692,1497,3270," 125,294 "
"131","fairfield city school district","04610","Alabama","Butler County","39_017",1770,2013,17481,2458,10456,4567,20473,8892,6692,1497,3270," 47,483 "
"132","jefferson county board of education",NA,"Alabama",NA,NA,36069,2013,332957,36354,186535,110068,357969,179942,110206,27811,13451,NA
"133","tarrant city school district","03270","Alabama","Jefferson County","01_073",1096,2013,12112,2016,7048,3048,11932,5503,4708,1217,391," 125,294 "
"134","leeds city school district","00011","Alabama","Jefferson County","01_073",1798,2013,15342,1545,8664,5133,17605,8514,5361,1239,147," 125,294 "
"135","leeds city school district","00011","Alabama","St. Clair County","01_115",1798,2013,15342,1545,8664,5133,17605,8514,5361,1239,147," 12,914 "
"136","leeds city school district","00011","Alabama","Shelby County","01_117",1798,2013,15342,1545,8664,5133,17605,8514,5361,1239,147," 14,693 "
"137","trussville city school district","00013","Alabama","Jefferson County","01_073",4233,2013,40179,991,21075,18113,43494,21265,14498,3090,2114," 125,294 "
"138","trussville city school district","00013","Alabama","St. Clair County","01_115",4233,2013,40179,991,21075,18113,43494,21265,14498,3090,2114," 12,914 "
"139","hoover city school district","00007","Alabama","Jefferson County","01_073",13764,2013,152769,6277,62765,83727,165188,88842,49122,11622,8241," 125,294 "
"140","hoover city school district","00007","Alabama","Shelby County","01_117",13764,2013,152769,6277,62765,83727,165188,88842,49122,11622,8241," 14,693 "
"141","mountain brook schools",NA,"Alabama",NA,NA,4468,2013,56678,855,19272,36551,60496,33294,17154,3693,5720,NA
"142","homewood city school district","01760","Alabama","Jefferson County","01_073",3711,2013,46397,1917,15403,29077,53306,30402,14230,3325,4038," 125,294 "
"143","midfield city school district","02350","Alabama","Jefferson County","01_073",1236,2013,13165,2896,7609,2660,13336,6139,4836,1194,1132," 125,294 "
"144","vestavia hills city school district","03430","Alabama","Jefferson County","01_073",6667,2013,71278,1523,29721,40034,79911,43192,20806,4012,7304," 125,294 "
"145","vestavia hills city school district","03430","Alabama","Shelby County","01_117",6667,2013,71278,1523,29721,40034,79911,43192,20806,4012,7304," 14,693 "
"146","lamar county school district","01950","Alabama","Lamar County","01_075",2380,2013,21036,2435,14188,4413,20033,10427,6835,2121,373," 3,131 "
"147","lamar county school district","03210","Alabama","Lamar County","13_171",2380,2013,21036,2435,14188,4413,20033,10427,6835,2121,373," 3,974 "
"148","lamar county school district","02400","Alabama","Lamar County","28_073",2380,2013,21036,2435,14188,4413,20033,10427,6835,2121,373," 8,517 "
"149","florence city school district","01530","Alabama","Lauderdale County","01_077",4369,2013,52107,7035,21896,23176,55074,28587,16641,3174,5172," 13,582 "
"150","lauderdale county school district","02010","Alabama","Lauderdale County","01_077",8760,2013,75503,6398,48102,21003,74606,43225,22025,5818,3332," 13,582 "
"151","lauderdale county school district","02430","Alabama","Lauderdale County","28_075",8760,2013,75503,6398,48102,21003,74606,43225,22025,5818,3332," 18,134 "
"152","lauderdale county school district","02310","Alabama","Lauderdale County","47_097",8760,2013,75503,6398,48102,21003,74606,43225,22025,5818,3332," 7,937 "
"153","lawrence county school district","02040","Alabama","Lawrence County","01_079",5090,2013,48554,6048,27975,14531,49986,25567,15733,4285,3550," 6,694 "
"154","lawrence county school district","00082","Alabama","Lawrence County","05_075",5090,2013,48554,6048,27975,14531,49986,25567,15733,4285,3550," 3,225 "
"155","lawrence county school district","03240","Alabama","Lawrence County","21_127",5090,2013,48554,6048,27975,14531,49986,25567,15733,4285,3550," 4,726 "
"156","lawrence county school district","02490","Alabama","Lawrence County","28_077",5090,2013,48554,6048,27975,14531,49986,25567,15733,4285,3550," 2,714 "
"157","lawrence county school district","02340","Alabama","Lawrence County","47_099",5090,2013,48554,6048,27975,14531,49986,25567,15733,4285,3550," 8,878 "
"158","lee county school district","02070","Alabama","Lee County","01_081",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 18,389 "
"159","lee county school district","09360","Alabama","Lee County","05_077",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 2,866 "
"160","lee county school district","01080","Alabama","Lee County","12_071",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 114,643 "
"161","lee county school district","03270","Alabama","Lee County","13_177",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 4,582 "
"162","lee county school district","03270","Alabama","Lee County","21_129",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 3,015 "
"163","lee county school district","02550","Alabama","Lee County","28_081",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 16,436 "
"164","lee county school district","02670","Alabama","Lee County","45_061",9793,2013,88705,7557,52122,29026,88880,48582,25951,6705,4829," 5,900 "
"165","opelika city schools",NA,"Alabama",NA,NA,4299,2013,44586,5031,21017,18538,74794,26599,13650,5014,28622,NA
"166","auburn city school district","00210","Alabama","Lee County","01_081",7422,2013,77076,4264,32464,40348,77003,38883,23378,4624,9096," 18,389 "
"167","auburn city school district","03480","Alabama","Cayuga County","36_011",7422,2013,77076,4264,32464,40348,77003,38883,23378,4624,9096," 10,676 "
"168","athens city school district","00120","Alabama","Limestone County","01_083",3205,2013,36800,2585,16479,17736,36172,21007,9832,2379,1975," 12,137 "
"169","athens city school district","04352","Alabama","Athens County","39_009",3205,2013,36800,2585,16479,17736,36172,21007,9832,2379,1975," 10,615 "
"170","limestone county school district","02100","Alabama","Limestone County","01_083",8948,2013,82870,6246,50514,26110,79430,45904,23537,5815,2745," 12,137 "
"171","lowndes county school district","02160","Alabama","Lowndes County","01_085",1749,2013,27328,11400,11228,4700,26063,11303,11966,2094,349," 4,330 "
"172","lowndes county school district","03390","Alabama","Lowndes County","13_185",1749,2013,27328,11400,11228,4700,26063,11303,11966,2094,349," 25,160 "
"173","lowndes county school district","02730","Alabama","Lowndes County","28_087",1749,2013,27328,11400,11228,4700,26063,11303,11966,2094,349," 14,235 "
"174","macon county school district","02190","Alabama","Macon County","01_087",2361,2013,25895,4922,15587,5386,27239,11467,10948,2080,1456," 7,263 "
"175","macon county school district","03450","Alabama","Macon County","13_193",2361,2013,25895,4922,15587,5386,27239,11467,10948,2080,1456," 3,039 "
"176","macon county school district","02550","Alabama","Macon County","47_111",2361,2013,25895,4922,15587,5386,27239,11467,10948,2080,1456," 6,359 "
"177","huntsville city school district","01800","Alabama","Madison County","01_089",23437,2013,257889,25093,111925,120871,274014,133396,90958,13607,27401," 41,640 "
"178","madison county school district","02220","Alabama","Madison County","01_089",19764,2013,175756,12982,103776,58998,190287,94079,54797,15167,19580," 41,640 "
"179","madison county school district","01200","Alabama","Madison County","12_079",19764,2013,175756,12982,103776,58998,190287,94079,54797,15167,19580," 4,439 "
"180","madison county school district","03480","Alabama","Madison County","13_195",19764,2013,175756,12982,103776,58998,190287,94079,54797,15167,19580," 5,927 "
"181","madison county school district","03720","Alabama","Madison County","21_151",19764,2013,175756,12982,103776,58998,190287,94079,54797,15167,19580," 14,499 "
"182","madison county school district","02790","Alabama","Madison County","28_089",19764,2013,175756,12982,103776,58998,190287,94079,54797,15167,19580," 11,743 "
"183","madison city school district","00008","Alabama","Limestone County","01_083",9375,2013,93497,4838,48482,40177,93475,49284,29696,5241,4593," 12,137 "
"184","madison city school district","00008","Alabama","Madison County","01_089",9375,2013,93497,4838,48482,40177,93475,49284,29696,5241,4593," 41,640 "
"185","demopolis city school district","01200","Alabama","Marengo County","01_091",2290,2013,21388,1930,12394,7064,21202,11469,6193,1791,1439," 5,476 "
"186","marengo county school district","02250","Alabama","Marengo County","01_091",1266,2013,14690,3440,8116,3134,14672,7367,5633,1366,70," 5,476 "
"187","linden city school district","02130","Alabama","Marengo County","01_091",519,2013,5513,811,3481,1221,5241,2394,2289,538,0," 5,476 "
"188","linden city school district","08610","Alabama","Union County","34_039",519,2013,5513,811,3481,1221,5241,2394,2289,538,0," 46,939 "
"189","marion county school district","02310","Alabama","Marion County","01_093",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 6,299 "
"190","marion county school district","01260","Alabama","Marion County","12_083",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 68,349 "
"191","marion county school district","03540","Alabama","Marion County","13_197",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 1,880 "
"192","marion county school district","03780","Alabama","Marion County","21_155",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 4,163 "
"193","marion county school district","02820","Alabama","Marion County","28_091",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 6,240 "
"194","marion county school district","02640","Alabama","Marion County","47_115",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 7,089 "
"195","marion county school district","00720","Alabama","Marion County","54_049",3459,2013,32362,3855,20574,7933,34260,17429,8872,2934,4943," 9,796 "
"196","winfield city school district","03540","Alabama","Fayette County","01_057",1291,2013,11836,1066,7326,3444,11349,6383,3421,1207,234," 3,894 "
"197","winfield city school district","03540","Alabama","Marion County","01_093",1291,2013,11836,1066,7326,3444,11349,6383,3421,1207,234," 6,299 "
"198","marshall county school district","00006","Alabama","Marshall County","01_095",5700,2013,55128,8520,34179,12429,53182,27095,19957,5317,261," 18,891 "
"199","marshall county school district","03810","Alabama","Marshall County","21_157",5700,2013,55128,8520,34179,12429,53182,27095,19957,5317,261," 4,223 "
"200","marshall county school district","02850","Alabama","Marshall County","28_093",5700,2013,55128,8520,34179,12429,53182,27095,19957,5317,261," 7,709 "
"201","marshall county school district","02670","Alabama","Marshall County","47_117",5700,2013,55128,8520,34179,12429,53182,27095,19957,5317,261," 6,002 "
"202","marshall county school district","00750","Alabama","Marshall County","54_051",5700,2013,55128,8520,34179,12429,53182,27095,19957,5317,261," 5,765 "
"203","boaz city school district","00012","Alabama","Etowah County","01_055",2215,2013,21407,2263,12473,6671,21958,10758,6940,2116,1083," 18,609 "
"204","boaz city school district","00012","Alabama","Marshall County","01_095",2215,2013,21407,2263,12473,6671,21958,10758,6940,2116,1083," 18,891 "
"205","albertville city school district","00005","Alabama","Marshall County","01_095",4422,2013,38214,5043,22710,10461,38123,20625,12488,3521,1006," 18,891 "
"206","arab city school district","00100","Alabama","Cullman County","01_043",2543,2013,22299,1517,13716,7066,21799,13492,6351,1743,158," 12,811 "
"207","arab city school district","00100","Alabama","Marshall County","01_095",2543,2013,22299,1517,13716,7066,21799,13492,6351,1743,158," 18,891 "
"208","guntersville city school district","01690","Alabama","Marshall County","01_095",1974,2013,17996,1640,9899,6457,18676,10016,5966,1956,598," 18,891 "
"209","mobile county school district","02370","Alabama","Mobile County","01_097",58625,2013,552138,78340,299116,174682,589569,274282,213636,39687,47397," 96,508 "
"210","saraland city schools",NA,"Alabama",NA,NA,2526,2013,22641,1824,11146,9671,33787,9986,7177,1517,12701,NA
"211","chickasaw city schools",NA,"Alabama",NA,NA,864,2013,7110,1101,4100,1909,6361,3443,2298,576,15,NA
"212","satsuma city school district","00189","Alabama","Mobile County","01_097",1463,2013,54907,1049,6950,46908,53982,6258,4124,767,42818," 96,508 "
"213","monroe county school district","02400","Alabama","Monroe County","01_099",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 5,431 "
"214","monroe county school district","01320","Alabama","Monroe County","12_087",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 7,872 "
"215","monroe county school district","03720","Alabama","Monroe County","13_207",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 3,932 "
"216","monroe county school district","04200","Alabama","Monroe County","21_171",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 2,825 "
"217","monroe county school district","02940","Alabama","Monroe County","28_095",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 7,394 "
"218","monroe county school district","03000","Alabama","Monroe County","47_123",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 11,027 "
"219","monroe county school district","00960","Alabama","Monroe County","54_063",3728,2013,35449,5370,21739,8340,34018,19215,10887,2909,887," 2,246 "
"220","montgomery county school district","02430","Alabama","Montgomery County","01_101",31359,2013,283295,42257,159134,81904,294254,147751,93780,24980,25419," 55,808 "
"221","montgomery county school district","03750","Alabama","Montgomery County","13_209",31359,2013,283295,42257,159134,81904,294254,147751,93780,24980,25419," 1,741 "
"222","montgomery county school district","04250","Alabama","Montgomery County","21_173",31359,2013,283295,42257,159134,81904,294254,147751,93780,24980,25419," 6,273 "
"223","montgomery county school district","02970","Alabama","Montgomery County","28_097",31359,2013,283295,42257,159134,81904,294254,147751,93780,24980,25419," 2,403 "
"224","montgomery county school district","03030","Alabama","Montgomery County","47_125",31359,2013,283295,42257,159134,81904,294254,147751,93780,24980,25419," 25,827 "
"225","decatur city school district","01170","Alabama","Limestone County","01_083",8418,2013,92300,8682,43197,40421,91988,54130,26966,6471,3133," 12,137 "
"226","decatur city school district","01170","Alabama","Morgan County","01_103",8418,2013,92300,8682,43197,40421,91988,54130,26966,6471,3133," 17,651 "
"227","decatur city school district","01680","Alabama","DeKalb County","13_089",8418,2013,92300,8682,43197,40421,91988,54130,26966,6471,3133," 147,787 "
"228","morgan county school district","02480","Alabama","Morgan County","01_103",7757,2013,76248,6380,39285,30583,74265,37574,23858,6349,4177," 17,651 "
"229","morgan county school district","03780","Alabama","Morgan County","13_211",7757,2013,76248,6380,39285,30583,74265,37574,23858,6349,4177," 3,194 "
"230","morgan county school district","04290","Alabama","Morgan County","21_175",7757,2013,76248,6380,39285,30583,74265,37574,23858,6349,4177," 3,383 "
"231","morgan county school district","03090","Alabama","Morgan County","47_129",7757,2013,76248,6380,39285,30583,74265,37574,23858,6349,4177," 5,324 "
"232","morgan county school district","00990","Alabama","Morgan County","54_065",7757,2013,76248,6380,39285,30583,74265,37574,23858,6349,4177," 3,088 "
"233","hartselle city school district","01730","Alabama","Morgan County","01_103",3119,2013,41096,1679,17883,21534,42762,16608,9100,1978,12986," 17,651 "
"234","perry county school district","02670","Alabama","Perry County","01_105",1739,2013,17250,3789,10757,2704,17261,8650,5967,2042,312," 4,675 "
"235","perry county school district","04770","Alabama","Perry County","21_193",1739,2013,17250,3789,10757,2704,17261,8650,5967,2042,312," 10,516 "
"236","perry county school district","03390","Alabama","Perry County","47_135",1739,2013,17250,3789,10757,2704,17261,8650,5967,2042,312," 2,085 "
"237","pickens county school district","02730","Alabama","Pickens County","01_107",2733,2013,25557,3755,17008,4794,26018,14266,8640,2239,788," 4,464 "
"238","pickens county school district","04110","Alabama","Pickens County","13_227",2733,2013,25557,3755,17008,4794,26018,14266,8640,2239,788," 4,300 "
"239","pickens county school district","03330","Alabama","Pickens County","45_077",2733,2013,25557,3755,17008,4794,26018,14266,8640,2239,788," 15,443 "
"240","pike county school district","02790","Alabama","Pike County","01_109",2272,2013,22462,3775,12873,5814,25574,11365,8566,1864,3565," 7,916 "
"241","pike county school district","04170","Alabama","Pike County","13_231",2272,2013,22462,3775,12873,5814,25574,11365,8566,1864,3565," 2,710 "
"242","pike county school district","04800","Alabama","Pike County","21_195",2272,2013,22462,3775,12873,5814,25574,11365,8566,1864,3565," 17,495 "
"243","troy city school district","03330","Alabama","Pike County","01_109",2138,2013,18509,2333,10158,6018,25601,11835,6026,1596,5028," 7,916 "
"244","troy city school district","28950","Alabama","Rensselaer County","36_083",2138,2013,18509,2333,10158,6018,25601,11835,6026,1596,5028," 19,154 "
"245","troy city school district","04492","Alabama","Miami County","39_109",2138,2013,18509,2333,10158,6018,25601,11835,6026,1596,5028," 7,842 "
"246","randolph county school district","02820","Alabama","Randolph County","01_111",2252,2013,20504,2756,12538,5210,22633,11390,7111,1781,2220," 5,979 "
"247","randolph county school district","04350","Alabama","Randolph County","13_243",2252,2013,20504,2756,12538,5210,22633,11390,7111,1781,2220," 1,972 "
"248","randolph county school district","01260","Alabama","Randolph County","54_083",2252,2013,20504,2756,12538,5210,22633,11390,7111,1781,2220," 6,095 "
"249","roanoke city school district","02850","Alabama","Randolph County","01_111",1534,2013,12683,1544,8268,2871,12351,7395,3560,1167,85," 5,979 "
"250","phenix city school district",NA,"Alabama",NA,NA,6819,2013,61787,8784,36678,16325,60061,32789,18383,5588,1587,NA
"251","russell county school district","02880","Alabama","Russell County","01_113",3555,2013,31182,3973,19537,7672,29338,15577,9683,2934,140," 15,151 "
"252","russell county school district","05160","Alabama","Russell County","21_207",3555,2013,31182,3973,19537,7672,29338,15577,9683,2934,140," 4,744 "
"253","st clair county school district",NA,"Alabama",NA,NA,8889,2013,72987,7447,47203,18337,73513,41957,20449,6960,2521,NA
"254","pell city school district",NA,"Alabama",NA,NA,4091,2013,37345,4079,22724,10542,35970,19874,10687,2736,1718,NA
"255","shelby county school district","03030","Alabama","Shelby County","01_117",28655,2013,273821,16296,141875,115650,296889,139978,82154,20667,44163," 14,693 "
"256","shelby county school district","05320","Alabama","Shelby County","21_211",28655,2013,273821,16296,141875,115650,296889,139978,82154,20667,44163," 5,593 "
"257","shelby county school district","00148","Alabama","Shelby County","47_157",28655,2013,273821,16296,141875,115650,296889,139978,82154,20667,44163," 264,471 "
"258","sumter county school district","03090","Alabama","Sumter County","01_119",1879,2013,19869,3606,11640,4623,19422,9273,7434,1849,108," 4,590 "
"259","sumter county school district","01800","Alabama","Sumter County","12_119",1879,2013,19869,3606,11640,4623,19422,9273,7434,1849,108," 9,840 "
"260","sumter county school district","04620","Alabama","Sumter County","13_261",1879,2013,19869,3606,11640,4623,19422,9273,7434,1849,108," 9,968 "
"261","sylacauga city school district","03120","Alabama","Talladega County","01_121",2391,2013,21311,2269,12885,6157,25134,12716,6782,1787,3753," 17,721 "
"262","talladega city school district","03150","Alabama","Talladega County","01_121",2307,2013,22265,3040,14248,4977,21629,12090,7104,1981,429," 17,721 "
"263","talladega county school district","03180","Alabama","Talladega County","01_121",7578,2013,70567,8717,39867,21983,73145,35803,26858,6446,1783," 17,721 "
"264","tallapoosa county school district","03210","Alabama","Tallapoosa County","01_123",2979,2013,26895,3585,14062,9248,27911,14809,8712,2567,1229," 9,065 "
"265","alexander city school district",NA,"Alabama",NA,NA,3174,2013,28725,3154,16154,9417,27325,15533,8700,2216,465,NA
"266","tuscaloosa city school district","03360","Alabama","Tuscaloosa County","01_125",10142,2013,131686,16420,46740,68526,144326,57795,40018,8231,31169," 30,226 "
"267","tuscaloosa county school district","03390","Alabama","Tuscaloosa County","01_125",17763,2013,170388,14101,93275,63012,185132,79399,49045,14836,39791," 30,226 "
"268","jasper city school district","01890","Alabama","Walker County","01_127",2745,2013,27976,2250,14218,11508,28058,15795,9982,1940,212," 13,228 "
"269","walker county school district","03450","Alabama","Walker County","01_127",8131,2013,75160,9437,43317,22406,76258,40109,25347,5901,3664," 13,228 "
"270","walker county school district","05370","Alabama","Walker County","13_295",8131,2013,75160,9437,43317,22406,76258,40109,25347,5901,3664," 11,551 "
"271","washington county school district","03480","Alabama","Washington County","01_129",3207,2013,29127,3603,17345,8179,28298,16127,8753,2959,314," 3,276 "
"272","washington county school district","02010","Alabama","Washington County","12_133",3207,2013,29127,3603,17345,8179,28298,16127,8753,2959,314," 4,712 "
"273","washington county school district","05490","Alabama","Washington County","13_303",3207,2013,29127,3603,17345,8179,28298,16127,8753,2959,314," 5,426 "
"274","washington county school district","05760","Alabama","Washington County","21_229",3207,2013,29127,3603,17345,8179,28298,16127,8753,2959,314," 2,036 "
"275","washington county school district","04380","Alabama","Washington County","47_179",3207,2013,29127,3603,17345,8179,28298,16127,8753,2959,314," 20,720 "
"276","wilcox county school district","03510","Alabama","Wilcox County","01_131",1901,2013,19590,4218,11230,4142,20111,9021,7667,1865,804," 4,954 "
"277","wilcox county school district","05730","Alabama","Wilcox County","13_315",1901,2013,19590,4218,11230,4142,20111,9021,7667,1865,804," 1,887 "
"278","winston county school district","03580","Alabama","Winston County","01_133",2643,2013,26249,2825,15322,8102,25879,12124,9643,2563,1240," 4,141 "
"279","haleyville city school district","01720","Alabama","Marion County","01_093",1694,2013,16183,1950,9657,4576,15830,9130,4429,1615,135," 6,299 "
"280","haleyville city school district","01720","Alabama","Winston County","01_133",1694,2013,16183,1950,9657,4576,15830,9130,4429,1615,135," 4,141 "
"281","alaska gateway regional educational attendance area (reaa)",NA,"Alaska",NA,NA,370,2013,11272,1749,9451,72,11948,5640,5428,635,245,NA
"282","aleutian region school district","00010","Alaska","Aleutians West Census Are","02_016",27,2013,1610,101,1467,42,1763,890,855,17,1," 145 "
"283","kuspuk regional educational attendance area (reaa)",NA,"Alaska",NA,NA,379,2013,12117,3642,8068,407,11018,5852,4227,550,389,NA
"284","yupiit schools",NA,"Alaska",NA,NA,441,2013,15610,6768,8446,396,17994,9009,7619,1103,263,NA
"285","southwest region schools",NA,"Alaska",NA,NA,587,2013,24328,6692,17084,552,25163,8005,10475,1292,5391,NA
"286","southeast islands regional educational attendance area (reaa)",NA,"Alaska",NA,NA,198,2013,8129,897,7002,230,8514,3342,3451,417,1304,NA
"287","bering strait regional educational attendance area (reaa)",NA,"Alaska",NA,NA,1867,2013,81346,24838,54285,2223,81663,39486,21906,2890,17381,NA
"288","chatham regional educational attendance area (reaa)",NA,"Alaska",NA,NA,144,2013,4663,835,3760,68,5024,2394,2212,158,260,NA
"289","lower kuskokwim regional educational attendance area (reaa)",NA,"Alaska",NA,NA,4143,2013,160105,34650,123240,2215,178068,54785,64603,6041,52639,NA
"290","delta-greely regional educational attendance area (reaa)",NA,"Alaska",NA,NA,848,2013,17888,1775,15942,171,18125,8277,6559,443,2846,NA
"291","chugach regional educational attendance area (reaa)",NA,"Alaska",NA,NA,310,2013,7976,1983,4364,1629,7766,4944,1622,15,1185,NA
"292","copper river regional educational attendance area (reaa)",NA,"Alaska",NA,NA,492,2013,10078,1019,8981,78,10239,4636,4859,171,573,NA
"293","lower yukon regional educational attendance area (reaa)",NA,"Alaska",NA,NA,1983,2013,87384,19741,66640,1003,84818,25294,27205,4830,27489,NA
"294","kashunamiut school district","00005","Alaska","Wade Hampton Census Area","02_270",307,2013,8746,3939,4391,416,8867,3661,4091,1048,67," 4,133 "
"295","iditarod regional educational attendance area (reaa)",NA,"Alaska",NA,NA,246,2013,8085,998,6832,255,9190,4133,4408,353,296,NA
"296","yukon flats regional educational attendance area (reaa)",NA,"Alaska",NA,NA,258,2013,11602,2181,9236,185,13324,5386,6412,394,1132,NA
"297","yukon-koyukuk regional educational attendance area (reaa)",NA,"Alaska",NA,NA,1474,2013,25118,5447,19002,669,25968,12606,8540,629,4193,NA
"298","annette island regional educational attendance area (reaa)",NA,"Alaska",NA,NA,292,2013,9166,4499,4547,120,9922,4662,2692,393,2175,NA
"299","pribilof islands regional educational attendance area (reaa)",NA,"Alaska",NA,NA,106,2013,3088,796,1870,422,3555,1235,1911,387,22,NA
"300","bristol bay borough school district","00030","Alaska","Bristol Bay Borough","02_060",151,2013,5909,888,3135,1886,6213,2739,2241,212,1021," 52 "
